Date  TimeStamp    Date User Computer Testing Tutor Time Logged
05/04/2014, 2014-05-04 10:11:24.0, 2014-05-04 10:12:59.0, Computer, 1;
Date  TimeStamp    Date User Computer Testing Tutor Time Logged
05/04/2014, 2014-05-04 10:14:54.0, 2014-05-04 18:50:30.0, Computer, 515;
Date  TimeStamp    Date User Computer Testing Tutor Time Logged
07/09/2014, 2014-07-09 12:55:03.0, 2014-07-09 12:59:49.0, Computer, 4;
Date  TimeStamp    Date User Computer Testing Tutor Time Logged
07/09/2014, 2014-07-09 20:05:15.0, 2014-07-09 20:17:41.0, Computer, 12;
Date  TimeStamp    Date User Computer Testing Tutor Time Logged
07/14/2014, 2014-07-11 20:34:40.0, 2014-07-14 12:35:36.0, Computer, 3840;
